"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Robust adaptive control design for quadcopter payload add and drop applications","B. J. Emran; J. Dias; L. Seneviratne; G. Cai","Robotics Institute, Khalifa University, Abu Dhabi, United Arab Emirates; Robotics Institute, Khalifa University, Abu Dhabi, United Arab Emirates; Robotics Institute, Khalifa University, Abu Dhabi, United Arab Emirates; Robotics Institute, Khalifa University of Science and Technology, Abu Dhabi, Abu Dhabi, AE","2015 34th Chinese Control Conference (CCC)","14 Sep 2015","2015","","","3252","3257","Payload add or drop occurs commonly in various quadcopter applications. Generally the control parameters of the onboard autopilot or stabilizer are tuned for a particular condition such as no payload or constant payload. Therefore, such mass change may significantly deteriorate the automatic control performance. In our work, a robust adaptive control method is proposed to deal with this challenging issue, aiming at 1) achieving a consistent performance for the altitude control of a quadcopter and 2) enhancing the robustness the system subject to signal noises. Using our custom built quadcopter platform as a case study, we demonstrate the efficiency of the proposed controller in terms of mass estimation, position tracking and velocity tracking via a series of simulations. Its superiority over the benchmark PID control is also highlighted via tracking performance comparison.","1934-1768","978-9-8815-6389-7","10.1109/ChiCC.2015.7260141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7260141","Adaptive control;quadcopter UAV;payload add or drop;robustness enhancement","Adaptive control;Adaptation models;Aerodynamics;Robustness;Payloads;Noise;Noise measurement","adaptive control;autonomous aerial vehicles;control system synthesis;controllers;helicopters;position control;robust control;three-term control;velocity control","robust adaptive control design;quadcopter payload add and drop applications;control parameters;onboard autopilot;onboard stabilizer;automatic control performance;robust adaptive control method;quadcopter altitude control;mass estimation;position tracking;velocity tracking;benchmark PID control","","14","","23","","14 Sep 2015","","","IEEE","IEEE Conferences"
"Towards the design of a new humanoid robot for domestic applications","C. McGinn; M. Cullinan; D. Holland; K. Kelly","Dept. of Mechanical & Manuf. Engineering, Trinity College Dublin, Dublin, Ireland; Dept. of Mechanical & Manuf. Engineering, Trinity College Dublin, Dublin, Ireland; Dept. of Mechanical & Manuf. Engineering, Trinity College Dublin, Dublin, Ireland; Dept. of Mechanical & Manuf. Engineering, Trinity College Dublin, Dublin, Ireland","2014 IEEE International Conference on Technologies for Practical Robot Applications (TePRA)","4 Aug 2014","2014","","","1","6","Robots that possess the ability to undertake everyday tasks in domestic environments have the potential to provide unprecedented independence to disabled and elderly people who are currently reliant on other people to do these jobs for them. In addition to the ability to perform basic tasks, it is desirable that such robots possess some form of social interface such that users can interact with them in a natural manner. While many robot platforms have been developed to perform everyday tasks, few systems possess high levels of mechanical efficiency, system stability, practical functionality and a dynamic social interface. This work presents the novel design of a humanoid robot that uses wheels for locomotion and the combination of an actuated stabilizer and a self-balancing control algorithm to maintain stability. To validate some of the basic concepts in this design, a full scale working prototype was built and its performance was tested. It was found that despite being the first prototype of its type, it was capable of robust locomotion in indoor environments and was capable of traversing small bumps with relative ease. It was also very efficient at picking up small items that from the ground.","2325-0534","978-1-4799-4605-1","10.1109/TePRA.2014.6869155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6869155","mobile robot;robot design;social interface;assistive robotics;self-balancing robot","Mobile robots;Joints;Robot kinematics;Wheels;Hip;Grippers","assisted living;control engineering computing;handicapped aids;humanoid robots;human-robot interaction;legged locomotion;robust control;self-adjusting systems;wheels","humanoid robot;domestic application;disabled people;elderly people;mechanical efficiency;system stability;practical functionality;dynamic social interface;wheels;actuated stabilizer;self-balancing control algorithm;robust locomotion;indoor environments","","6","","20","IEEE","4 Aug 2014","","","IEEE","IEEE Conferences"
"Design and Analysis of An Anthropomorphic Two-DoF Ankle-Foot Orthosis","R. K. P. S. Ranaweera; R. A. M. Abayasiri; R. A. R. C. Gopura; T. S. S. Jayawardena; G. K. I. Mann","Dept. of Mechanical Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Dept. of Mechanical Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Dept. of Mechanical Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Dept. of Textile and Clothing Technology, University of Moratuwa, Moratuwa, Sri Lanka; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, Canada","2019 5th International Conference on Control, Automation and Robotics (ICCAR)","29 Aug 2019","2019","","","802","807","This paper proposes a two-degrees of freedom passive-dynamic ankle-foot orthosis (AFO). In view of enhancing anatomical conformity, an anthropomorphic design is proposed to minimize mechanical interferences between ankle and orthosis. The biomimetic features such as passive stabilizers and dampeners in the proposed mechanism intrinsically support the ankle and foot to maintain stability and improve shock-absorbing ability. The mobility, ranges of motion, and manipulability measures for the proposed AFO have been investigated using mathematical modeling and simulation approaches. The analysis revealed the effectiveness of the proposed AFO in meeting the complex kinematics of ankle joint compared to the predecessors. Potentially, the proposed AFO can serve as a platform to carry out research and development on robotic orthoses for the lower extremity.","2251-2446","978-1-7281-3326-3","10.1109/ICCAR.2019.8813375","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8813375","ankle and foot;anthropomorphic;biomimetic;manipulability;mechanism;orthosis;passive-dynamic","","biomimetics;gait analysis;medical robotics;orthotics","lower extremity;robotic orthoses;mechanical interferences;anthropomorphic design;anatomical conformity;freedom passive-dynamic ankle-foot orthosis;anthropomorphic two-DoF ankle-foot;ankle joint;mathematical modeling;shock-absorbing ability;dampeners;passive stabilizers;biomimetic features","","","","23","IEEE","29 Aug 2019","","","IEEE","IEEE Conferences"
"Output-Feedback Proportional-Type Positioning Technique for Servo Systems via Speed-Loop Adaptation Mechanism","S. -K. Kim; C. K. Ahn","Department of Creative Convergence Engineering, Hanbat National University, Daejeon, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea","IEEE Transactions on Circuits and Systems II: Express Briefs","7 Mar 2023","2023","70","3","999","1003","This brief presents a simple proportional-type position regulator for servo systems independent from the actual servo system parameter information without speed and current feedback requirements. First, the extended state observer embedded in the modified gain structure implements the parameter-independent speed and its acceleration estimation mechanism, making it possible to design the output-feedback system structure. Second, the inner-loop controller consists of the speed-loop adaptation algorithm and pole-zero cancellation acceleration error stabilizer to maintain the closed-loop positioning performance at the desired level. The experimental validation is included to demonstrate the feasibility of the proposed solution using the experimental platform consisting of QUBE-servo2 and myRIO-1900.","1558-3791","","10.1109/TCSII.2022.3218079","Basic Science Research Program through the National Research Foundation of Korea (NRF); Ministry of Education(grant numbers:2018R1A6A1A03026005); NRF; Korea Government (Ministry of Science and ICT)(grant numbers:NRF-2021R1C1C1004380,NRF-2020R1A2C1005449); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9932665","Servo systems;positioning;loop adaptation;observer;pole-zero cancellation","Servomotors;Observers;Stators;Convergence;Rotors;Damping;Cutoff frequency","closed loop systems;control system synthesis;feedback;observers;position control;servomechanisms;stability","acceleration estimation mechanism;actual servo system parameter information;closed-loop positioning performance;current feedback requirements;extended state observer;inner-loop controller;modified gain structure;myRIO-1900;output-feedback proportional-type positioning technique;output-feedback system structure;parameter-independent speed;pole-zero cancellation acceleration error stabilizer;proportional-type position regulator;QUBE-servo2;speed-loop adaptation algorithm;speed-loop adaptation mechanism","","","","17","IEEE","31 Oct 2022","","","IEEE","IEEE Journals"
"A Wearable Electrochemical Sensing System for Non-Invasive Monitoring of Lithium Drug in Bipolar Disorder","F. Criscuolo; F. Cantù; I. Taurino; S. Carrara; G. De Micheli","Integrated Systems Laboratory (IC-IINFCOM-LSI1), Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland; Department of Neurosciences and Mental Health, Fondazione IRCCS Ca’ Granda Ospedale Maggiore Policlinico, University of Milan, Milan, Italy; Integrated Systems Laboratory (IC-IINFCOM-LSI1), Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland; Integrated Systems Laboratory (IC-IINFCOM-LSI1), Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland; Integrated Systems Laboratory (IC-IINFCOM-LSI1), Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland","IEEE Sensors Journal","16 Mar 2021","2021","21","8","9649","9656","Lithium represents the main drug for the treatment of Bipolar Disorder (BD) as it acts as a mood stabilizer. However, because of its narrow therapeutic window, psychiatric patients are obliged to frequent tests in hospital to control their lithium blood concentration during therapy. In this paper, we fabricate for the first time a complete non-invasive system for the Therapeutic Drug Monitoring (TDM) of lithium in sweat in people suffering from BD. The wearable electrochemical sensing platform includes a paper fluidics and a stable Reference Electrode (RE). Lithium detection is based on the use of a potentiometric Ion-Selective Electrode (ISE) with a nanostructured solid contact in order to increase the potential stability of the sensor. A chemical chlorination combined with the use of a PVC membrane doped with an Ionic Liquid (IL) is used to minimize possible potential drifts of the RE. The Nernstian response (56.8±3.9 mV /decade) of the system in the range of clinical interest is then proved in aqueous solution and in sweat. The integration of the sensing platform with a paper fluidics transporting fresh sweat sample to the sensing area is also considered. The already tested sweat is collected in a reservoir made of slow adsorbing paper. The complete wearable system is then successfully tested in a simulated setup by using a mannequin. The measured potential is well compared to the predicted ones in the therapeutic window of lithium drug, proving the good sensing capability in artificial sweat.","1558-1748","","10.1109/JSEN.2020.3009538","H2020 ERC 2014 ADG669354 CyberCare; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9141332","Electrochemistry;flexible sensors;ion sensors;potentiometry;sweat;wearable","Sensors;Lithium;Electrodes;Drugs;Biomedical monitoring;Monitoring;Blood","biochemistry;biomedical electrodes;biosensors;blood;diseases;drugs;electrochemical electrodes;electrochemical sensors;medical disorders;membranes;patient monitoring;patient treatment;potentiometers","fresh sweat sample;PVC membrane doped ionic liquid;potential stability;nanostructured solid contact;potentiometric ion-selective electrode;lithium detection;stable Reference Electrode;paper fluidics;wearable electrochemical sensing platform;therapeutic drug monitoring;noninvasive system;lithium blood concentration;frequent tests;psychiatric patients;bipolar disorder;wearable electrochemical sensing system;artificial sweat;lithium drug;complete wearable system;slow adsorbing paper","","10","","31","CCBY","15 Jul 2020","","","IEEE","IEEE Journals"
"A Generalized PSS Architecture for Balancing Transient an Small-Signal Response","R. Elliott; P. Arabshahi; D. Kirschen","Electrical and Computer Engineering, University of Washington; Electrical and Computer Engineering, University of Washington; Electrical and Computer Engineering, University of Washington","2020 IEEE Power & Energy Society General Meeting (PESGM)","16 Dec 2020","2020","","","1","1","For decades, power system stabilizers paired with high initial response automatic voltage regulators have served as an effective means of meeting sometimes conflicting system stability requirements. Driven primarily by increases in power electronically-coupled generation and load, the dynamics of large-scale power systems are rapidly changing. Electric grids are losing inertia and traditional sources of voltage support and oscillation damping. The system load is becoming stiffer with respect to changes in voltage. In parallel, advancements in wide-area measurement technology have made it possible to implement control strategies that act on information transmitted over long distances in nearly real time. In this paper, we present a power system stabilizer architecture that can be viewed as a generalization of the standard $\Delta \omega -$ type stabilizer. The control strategy utilizes a real-time estimate of the center-of-inertia speed derived from wide-area measurements. This approach creates a flexible set of trade-offs between transient and small-signal response, making synchronous generators better able to adapt to changes in system dynamics. The phenomena of interest are examined using a two-area test case and a reduced-order model of the North American Western Interconnection. To validate the key findings under realistic conditions, we employ a state-of-the-art co-simulation platform to combine high-fidelity power system and communication network models. The benefits of the proposed control strategy are retained even under pessimistic assumptions of communication network performance.","1944-9933","978-1-7281-5508-1","10.1109/PESGM41954.2020.9281552","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9281552","","System dynamics;Power system stability;Real-time systems;Wide area measurements;Communication networks;Transient analysis;Voltage control","power electronics;power grids;power system control;power system interconnection;power system measurement;power system transient stability;synchronous generators;voltage control;voltage regulators","generalized PSS architecture;small-signal response;automatic voltage regulators;power system stability;electric grids;oscillation damping;system load;wide-area measurement technology;center-of-inertia speed;synchronous generators;system dynamics;high-fidelity power system;power electronically-coupled generation;reduced-order model;North American Western interconnection;communication network performance","","","","0","IEEE","16 Dec 2020","","","IEEE","IEEE Conferences"
"Cyber-Power Co-Simulation for End-to-End Synchrophasor Network Analysis and Applications","H. M. Mustafa; D. Wang; K. S. Sajan; E. N. Pilli; R. Huang; A. K. Srivastava; J. Lian; Z. Huang",Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.; Dr. Jeffrey Taft and James Ogle at Pacific Northwest National Laboratory.,"2021 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","13 Dec 2021","2021","","","164","169","The resiliency, reliability and security of the next generation cyber-power smart grid depend upon efficiently leveraging advanced communication and computing technologies. Also, developing real-time data-driven applications is critical to enable wide-area monitoring and control of the cyber-power grid given high-resolution data from Phasor Measurement Units (PMUs). North American Synchrophasor Initiative Network (NASPlnet) provides guidance for PMU data exchanges. With the advancement in networking and grid operation, it is necessary to evaluate the performance of different data flow architectures suggested by NASPInet and analyze the impact on applications. Therefore, we need a cyber-power co-simulation framework that supports very large-scale co-simulation capable of running in parallel, high-performance computing platforms and capturing real-life network behavior. This work presents an end-to-end automated and user-driven cyber-power co-simulation using NS3 to model communication networks, GridPACK to model the power grid, and HELICS as a co-simulation engine. Comparative analysis of latency in synchrophasor networks and a performance evaluation of a power system stabilizer application utilizing PMU data in an IEEE 39 bus test system is presented using this cosimulation testbed.","","978-1-6654-1502-6","10.1109/SmartGridComm51999.2021.9632286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9632286","Phasor Measurement Units;Wide-area Monitoring;Co-Simulation;Cyber-power Systems","Computers;Computational modeling;Computer architecture;User interfaces;Phasor measurement units;Real-time systems;Smart grids","IEEE standards;phase measurement;phasor measurement;power engineering computing;power system reliability;smart power grids","generation cyber-power smart grid;real-time data-driven applications;wide-area monitoring;phasor measurement units;PMU data exchanges;data flow architectures;high-performance computing platforms;North American synchrophasor initiative network behavior;IEEE 39 bus test system","","6","","19","IEEE","13 Dec 2021","","","IEEE","IEEE Conferences"
"Grid-Forming Control of Voltage Source Converters Based on the Virtual-Flux Orientation","J. L. Rodríguez-Amenedo; S. A. Gómez; M. Zubiaga; P. Izurza-Moreno; J. Arza; J. D. Fernández","Electrical Engineering Department, University CARLOS III of Madrid, Leganés, Madrid, Spain; Electrical Engineering Department, University CARLOS III of Madrid, Leganés, Madrid, Spain; Ingeteam Research and Development Europe S. L., Zamudio, Spain; Ingeteam Research and Development Europe S. L., Zamudio, Spain; Ingeteam Research and Development Europe S. L., Zamudio, Spain; Electrical Engineering Department, University CARLOS III of Madrid, Leganés, Madrid, Spain","IEEE Access","3 Feb 2023","2023","11","","10254","10274","The increasing penetration of renewable generation in power systems is causing growing concern about system stability. Grid-forming (GFM) control has been appointed as the technology required for achieving a high penetration of renewables in the grid, as it successfully contributes to the power system stability. This paper proposes a novel grid-forming control scheme for voltage source converters (VSC) achieving the operational characteristics of a virtual synchronous machine (VSM). The proposed scheme is based on the orientation of a defined virtual flux to a reference axis obtained from the emulation of the synchronous generator swing equation. The virtual flux is obtained by the integration of the VSC internal voltage and it is oriented to the reference axis by means of a flux controller that also controls the flux magnitude. In this way, the VSC synchronism is maintained, operating as a voltage source connected to the grid. Moreover, the flux orientation in turn allows to control the VSC active power, while the flux magnitude control allows to regulate the VSC reactive power or terminal voltage in isolated mode. The paper also demonstrates that the stability of GFM converters is negatively affected when emulating high inertia values. So, a stabilizer is also proposed for damping these modes. Finally, due to fact that GFM converters behave as voltage sources, their low voltage ride through capability becomes an issue, because they naturally respond to faults with high short-circuit currents, that cannot be withstand by power electronics converters. Therefore, a method for limiting fault currents is proposed as well in the paper. The proposed grid-forming control scheme has been implemented in a real-time control platform and validated using comprehensive simulation models in a real-time simulator for assessing its grid-forming capability.","2169-3536","","10.1109/ACCESS.2023.3240516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029353","Grid-forming power converter;virtual-flux orientation;virtual synchronous machines","Voltage control;Power system stability;Synchronization;Voltage measurement;Renewable energy sources;Regulators;Limiting;Power grids;Synchronous machines","HVDC power convertors;power convertors;power electronics;power generation control;power grids;power system stability;short-circuit currents;synchronous generators;synchronous machines;voltage control;voltage-source convertors","defined virtual flux;emulating high inertia values;flux controller;flux magnitude control;GFM converters;grid-forming capability;novel grid-forming control scheme;operational characteristics;power electronics converters;power system stability;power systems;real-time control platform;reference axis;renewable generation;synchronous generator swing equation;terminal voltage;virtual synchronous machine;virtual-flux orientation;voltage source converters;VSC active power;VSC internal voltage;VSC synchronism","","2","","74","CCBY","30 Jan 2023","","","IEEE","IEEE Journals"
"Characterization and Functionalization of Biogenic Gold Nanoparticles for Biosensing Enhancement","E. Torres-Chavolla; R. J. Ranasinghe; E. C. Alocilja","Department of Biosystems and Agricultural Engineering, Michigan State University, East Lansing, MI, USA; Department of Biosystems and Agricultural Engineering, Michigan State University, East Lansing, MI, USA; Department of Biosystems and Agricultural Engineering, Michigan State University, East Lansing, MI, USA","IEEE Transactions on Nanotechnology","7 Sep 2010","2010","9","5","533","538","The unique tunable physicochemical properties of gold nanoparticles (AuNPs). In addition to their excellent biological compatibility, conducting properties, and high surface-to-volume ratio make them ideal candidates for electronic signal transduction of biological recognition events in biosensing platforms. Commonly, AuNPs are synthesized by chemical reduction of HAuCl4 and the introduction of a protective agent (stabilizer). In recent years, alternative biosynthetic approaches have been explored using microorganisms as bionanofactories to produce metal nanoparticles. AuNP biosynthesis procedures include the use of fungi and bacteria strains. In this study, the alkalothermophilic actinomycetes Thermomonospora curvata, Thermomonospora fusca, and Thermomonospora chromogena were used for the extracellular biosynthesis of AuNP. Optimal growth and biosynthesis conditions were established for each microorganism. The average AuNP size obtained was in the range of 30-60 nm. The AuNP were characterized using UV-Vis spectra, transmission electron microscopy images, and particle-size distribution. The obtained particles were monodisperse and water soluble. In order to improve stability, glutaraldehyde was used to functionalize the AuNP after synthesis. The green-chemistry AuNP obtained in this study can potentially be used to enhance biosensing applications: as transducers or electroactive labels, especially in nanoparticle-based electrochemical DNA detection systems.","1941-0085","","10.1109/TNANO.2010.2052926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5484632","Actinomycetes;biosensors;biosynthesis;gold nanoparticles (AuNPs)","Gold;Nanoparticles;Biosensors;Microorganisms;Signal synthesis;Chemicals;Protection;Fungi;Capacitive sensors;Extracellular","biomedical materials;biosensors;cellular biophysics;gold;microorganisms;nanobiotechnology;nanoparticles;particle size;transmission electron microscopy;ultraviolet spectra;visible spectra","biogenic gold nanoparticle functionalization;biosensing enhancement;biological compatibility;surface-to-volume ratio;electronic signal transduction;biological recognition event;chemical reduction;microorganism;bionanofactoy;fungi;bacteria;alkalothermophilic actinomycete;Thermomonospora curvata;Thermomonospora fusca;Thermomonospora chromogena;extracellular biosynthesis;UV-Vis spectra;transmission electron microscopy;particle size distribution;electrochemical DNA detection system","","59","2","32","IEEE","14 Jun 2010","","","IEEE","IEEE Journals"
"Emerging maritime communications technologies","F. Bekkadal","MARINTEK e-Maritime, Trondheim, Norway","2009 9th International Conference on Intelligent Transport Systems Telecommunications, (ITST)","29 Jan 2010","2009","","","358","363","Current maritime systems are to a large extent based on legacy analog VHF radios for ship-to-shore communications near port waters, and relatively low bandwidth digital satellite communications (SatCom) for long-range ship-to-ship and ship-to-shore communications. The cost of bandwidth for SatCom networks is expected to remain high due to the cost of launching satellites into orbit and also due to the stabilizers required for presently available on-board antennas. On the other hand, the legacy VHF system comprises low bandwidth radios incapable of supporting applications requiring high data rates. Unlike the terrestrial net-works, advancement in maritime networks is severely lagging behind its land counterpart. MARINTEK is the principle investigator of the MarCom project, a joint initiative between several national and international R&D institutions, Universities and Colleges, Public Authorities and Industry, funded by the industry itself and The Norwegian Research Council's MAROFF program, and aiming at developing a novel digital communication system platform to ensure the proliferation of innovative mobile network applications presently being widely implemented on land-based wireless systems.","","978-1-4244-5347-4","10.1109/ITST.2009.5399329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5399329","","Communications technology;Bandwidth;Costs;Communication industry;Shipbuilding industry;Satellite communication;Satellite broadcasting;Satellite antennas;Educational institutions;Digital communication","marine communication;mobile communication;satellite communication;VHF devices","maritime communications technologies;legacy analog VHF radios;ship-to-shore communications;digital satellite communications;SatCom;ship-to-ship communications;terrestrial networks;maritime networks;MARINTEK;MarCom project;innovative mobile network;land-based wireless systems","","36","","10","IEEE","29 Jan 2010","","","IEEE","IEEE Conferences"
"Novel maritime communications technologies","F. Bekkadal; K. Yang","MARINTEK, Maritime Transport Systems, Trondheim, Norway; Department of Electronic and Telecommunication, Norwegian University of Science and Technology, Trondheim, Norway","2010 10th Mediterranean Microwave Symposium","18 Oct 2010","2010","","","338","341","Current maritime systems are to a large extent based on legacy a nalog VHF radios for ship-to-shore communications near port waters, and relatively low bandwidth digital satellite communications (SatCom) for longrange ship-to-ship/shore communications. The cost of bandwidth f or Sat Com networks is expected to remain high due to the cost of launching satellites into orbit and also due to the stabilizers required for presently available on-board antennas. On the other hand, the legacy VHF system comprises low bandwidth radios incapable of supporting applications requiring high data rates. Unlike the terrestrial networks, advancement in maritime communication means is severely lagging behind its land counterpart. MARINTEK is the principle investigator of the MarCom project, a joint initiative between several national and international R&D institutions, Universities and Colleges, Public Authorities and Industry, funded by the industry itself and The Norwegian Research Council's MAROFF program, which is aiming at developing a novel digital communication system platform to ensure the proliferation of innovative mobile network applications presently being widely implemented on land-based wireless systems.","2157-9830","978-1-4244-7243-7","10.1109/MMW.2010.5605161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5605161","","Wireless communication","marine communication;mobile communication;satellite communication;VHF radio propagation","maritime communication;analog VHF radio;digital satellite communication;satcom network;on board antenna;national and international R and D institution;digital communication system;mobile network","","21","","7","IEEE","18 Oct 2010","","","IEEE","IEEE Conferences"
"Future maritime communications technologies","F. Bekkadal","MARINTEK e-Maritime, Trondheim, Norway","OCEANS 2009-EUROPE","2 Oct 2009","2009","","","1","6","Current maritime systems are to a large extent based on legacy analog VHF radios for ship-to-shore communications near port waters, and relatively low bandwidth digital satellite communications (SatCom) for long-range ship-to-ship and ship-to-shore communications. The cost of bandwidth for SatCom networks is expected to remain high due to the cost of launching satellites into orbit and also due to the stabilizers required for presently available on-board antennas. On the other hand, the legacy VHF system comprises low bandwidth radios incapable of supporting applications requiring high data rates. Unlike the terrestrial net-works, advancement in maritime networks is severely lagging behind its land counterpart. MARINTEK is the principle investigator of the MarCom project, a joint initiative between several national and international R&D institutions, Universities and Colleges, Public Authorities and Industry, funded by the industry itself and The Norwegian Research Council's MAROFF program, and aiming at developing a novel digital communication system platform to ensure the proliferation of innovative mobile network applications presently being widely implemented on land-based wireless systems.","","978-1-4244-2522-8","10.1109/OCEANSE.2009.5278191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5278191","","Communications technology;Bandwidth;Costs;Communication industry;Shipbuilding industry;Satellite communication;Satellite broadcasting;Satellite antennas;Educational institutions;Digital communication","digital communication;satellite communication;VHF radio propagation","maritime communication;maritime systems;legacy analog VHF radio;ship-to-shore communication;digital satellite communication;long-range ship-to-ship communication;SatCom networks;onboard antenna;legacy VHF system;terrestrial networks;MARINTEK;MarCom project;digital communication system;mobile network application;land-based wireless systems","","10","","10","IEEE","2 Oct 2009","","","IEEE","IEEE Conferences"
"Multispectral NDVI aerial image system for vegetation analysis by using a consumer camera","B. José; M. Nicolás; C. Danilo; A. Eduardo","Departamento de Automatización y Control, Escuela Politécnica Nacional, Quito, Ecuador; Departamento de Automatización y Control, Escuela Politécnica Nacional, Quito, Ecuador; Departamento de Automatización y Control, Escuela Politécnica Nacional, Quito, Ecuador; Departamento de Automatización y Control, Escuela Politécnica Nacional, Quito, Ecuador","2014 IEEE International Autumn Meeting on Power, Electronics and Computing (ROPEC)","12 Feb 2015","2014","","","1","6","The Normalized Difference Vegetation Index (NDVI) has been used for quantify the health and status of vegetation in a specific zone. Images used for these studies are obtained with NOAA/AVHRR (National Oceanic and Atmospheric Administration/Advanced Very High Resolution Radiometer) satellite images, this images represent high cost for low and middle budget organization. This work present the methodology for develop, calibration and test of a multispectral NDVI image system for aerial platforms. This system has been built in base of consumer devices as Point&Shot Camera with trigger, focus and zoom control, Gel Filters, free axis stabilizer, 5.8Ghz RF transceiver for video streaming and ZigBee transceiver for data link. HMI, camera position control, trigger, zoom and multispectral images processing are done with code written in MATLAB ®.","","978-1-4799-5683-8","10.1109/ROPEC.2014.7036302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7036302","NDVI;Image Processing;Stabilization;Vegetation Index;UAV;Multispectral Image;Remote Sensing","Irrigation;Charge coupled devices;Satellites;Remote sensing;Vegetation mapping;Biomedical imaging;Earth","cameras;geophysical image processing;geophysical techniques;mathematics computing;vegetation;video streaming","multispectral NDVI aerial image system;vegetation analysis;consumer camera;normalized difference vegetation index;vegetation health;vegetation status;National Oceanic and Atmospheric Administration-advanced very high resolution radiometer;NOAA-AVHRR satellite images;multispectral NDVI image system development;multispectral NDVI image system calibration;multispectral NDVI image system test;point&shot camera;RF transceiver;video streaming;ZigBee transceiver;data link;camera position control;multispectral images processing;MATLAB;frequency 5.8 GHz","","4","","16","IEEE","12 Feb 2015","","","IEEE","IEEE Conferences"
